mese,ENE,FIN,TEC,IND,SAN,CON,UTL,MAT
33,-0.007827387609627286,-0.05146535445427018,0.05754479881205067,-0.05689397377543177,0.01886341296202755,-0.013648916760016963,0.02077021032901153,0.03333794470287102
34,0.06826872451146346,0.01336594887734702,-0.13759921946207376,-0.02299350573793709,-0.04609944307104991,-0.03355876420709353,0.02334841713673081,0.013873574067450892
35,-0.002664646993114063,-0.01752739142703689,0.04980033285321845,-0.018936459518436095,-0.0010486404478120236,0.035534422003074086,0.036246619304857536,0.0721968240816372
36,-0.062532375493484,0.07830840941546485,0.07948006216079394,0.0642363083268056,0.07834470859667494,-0.03323544882531438,0.008500210260937039,0.09267121566187872
37,-0.07490003042574314,0.08619258831964619,0.034969388028831816,0.038041865082482196,-0.013371206456406213,0.032657867001147534,0.024290833379279182,0.018986887986725348
38,-0.01205931306145587,-0.013158241541300108,-0.08937571690562279,-0.027139957236635936,-0.016068961989783855,-0.002738929435911794,0.012750960927397165,-0.08899873695113072
39,-0.029426311653424943,0.05416615980729213,-0.08016977317400291,-0.053580176574139535,-0.005094919774580224,0.013834674294298164,-0.006797549241797502,0.05490942436718729
40,0.07645418812624401,0.08610207552497731,0.08811094312015003,0.1240435382543746,0.013657597878337396,-0.044540015496569704,0.045710052926555306,0.009662931231227904
41,0.04257597447515085,0.11604335245708561,-0.0579706572192774,-0.01588532590545843,-0.02628000051829332,0.00038301330947321244,0.023714957183854732,0.07246794575931084
42,0.043291814962844365,-0.04278860440619379,-0.11802497481159568,0.029351209472963782,0.0034029586252590244,0.03865348818929354,0.0261598989473648,0.040906965192339106
43,0.02095119720484462,-0.007474066105306829,0.01733193642611289,-0.04331310360323293,-0.013214046268006336,-0.004380441754423272,0.011610100272973323,-0.041775878039599486
44,0.04356324039134101,0.006142206644189905,0.01912718441470033,0.04947307465496478,-0.04876642334722356,-0.03150934777008182,-0.02187678275925567,-0.12046619162209606
45,-0.020854151689174132,0.05672806880092886,0.0013507869997746655,0.02016227326426624,0.04127692689327907,0.05710288395197627,0.00476750930011407,0.09591595735807443
46,0.021592510562439125,-0.025906571159340322,-0.01496020665897162,-0.04340069295041853,-0.0159015550807003,0.0009593632924740081,0.02365000740844488,0.12223111093257757
47,-0.02699240115118002,0.07145552015093819,-0.011921398232080771,0.057654557433381395,0.020517404816280192,-0.03231503145544758,0.03528260938931102,0.010099965905300115
48,-0.009519916624185797,-0.0384627851516849,-0.018894396390791404,0.03310812850157724,0.005168176296176163,0.02513051211224461,0.014885441428089091,0.09843071238022667
49,0.017565531301715658,-0.040136612806744035,0.12551519788797996,0.018669114490292803,0.0538449581618311,0.039794445394066194,0.011398705945606297,0.05924092329179729
50,0.10871908884830396,0.127508776759701,0.02357124727412798,0.01693955783146088,0.03985636518325829,-0.020339255534501523,0.012124181091876251,0.011086550041302058
51,0.035393174089108734,-0.02248035168682304,-0.080924289433737,-0.06463349181883556,-0.021300016017198563,-0.000591625142890434,0.002700506515351209,0.13817688449075033
52,0.08817093185681539,-0.013991397123135914,0.07264889019475702,0.013978625117002576,0.010876137601406493,0.03152913471968417,0.0257381241679141,0.01595859645217777
53,0.0056587442389414225,-0.11890719224126506,-0.06089027951039704,0.06107316203555163,-0.017757879938210742,0.01672881144192405,-0.014053111247848504,-0.016553918714150198
54,-0.0065798348827240125,-0.013717457308288456,-0.05617983996287103,0.014190228452463247,-0.026109211219076365,0.02171135587963225,0.02174700972658265,0.01836569334722714
55,-0.02385511720139056,0.013766151091656086,-0.03113501157195399,0.029125508785024793,-0.058670008266602416,-0.01755002553768423,-0.041884790395912426,-0.0996593012939297
56,0.05216298099999347,0.030366231913370664,-0.06873803669604411,-0.07429419626348618,-0.09620229994835972,-0.029544255861789125,0.04398067703620793,0.009060186661598479
57,-0.030004924308035134,0.023260439091702736,-0.10854538623234523,-0.013356246634172682,0.003356336914711796,-0.003350839181417177,0.016480797583294706,0.018922739022642424
58,0.09953820805459077,0.04035935413847325,0.15649816409521083,0.1256470904648302,0.008439281946379936,0.01815567543122016,0.052161531750352874,0.06110689587014102
59,0.04542323831580465,-0.05353477991811268,0.07156372343172118,-0.016877989710378762,-0.004285588729877254,0.03788852618570251,-0.014840378501922165,-0.08303223261461372
60,0.02341717291702097,0.07913503241928502,-0.043601854769916584,0.06755524518341337,0.010320705917888806,0.07465190372090286,-0.02981264246706203,0.00327374438659208
