scenario,domanda
145,83.74117809379348
146,91.6928547964063
147,87.75806401880384
148,97.1841822716723
149,121.31960461575287
150,103.14097134890689
151,96.82730325922623
152,79.28692494348377
153,66.50634110591287
154,90.27384181853338
155,98.92434898363359
156,135.35859827159766
157,102.60549042945772
158,119.65479022046115
159,90.01408802921696
160,76.30112467165951
161,80.69766475535256
162,85.49547870928494
163,142.56939464870328
164,83.57226641551227
165,116.7697840747269
166,81.94145643825948
167,118.63146025748489
168,107.69901932211727
169,96.86724204683819
170,99.18474947729132
171,86.90424609141219
172,108.9214440296416
173,90.9003303931844
174,75.48788472465503
175,74.44124851360762
176,103.45175835444239
177,131.5818251282087
178,103.19983227146876
179,97.62723347780235
180,105.71652279205085
181,126.1200348341365
182,104.38765002727713
183,91.78145538332525
184,122.12577420119777
185,108.57512876923226
186,130.71511983991985
187,103.66468874443812
188,75.51061936559
189,72.63681601508671
190,133.018558644625
191,134.47331441566593
192,96.40961573434798
193,92.33625357728025
194,129.22888584484406
195,77.85908635913025
196,82.10545962088347
197,112.86653589378089
198,92.1078975428082
199,99.89756266559857
200,96.73114202950975
201,106.75149097597867
202,128.14963722627434
203,101.81169813803491
204,112.87877586553716
205,58.996557979379546
206,99.02563196139764
207,83.13539459414258
208,75.62373879152744
209,82.43695266142498
210,93.31753118598375
211,118.31805084712026
212,73.47214564520871
213,100.61262985188834
214,90.31661133332842
215,93.44653811276078
216,120.05515650609209
217,110.76230874007852
218,126.74796214885487
219,96.90988641500199
220,86.08114776658594
221,95.52282366239001
222,104.84993582542444
223,103.53146716907422
224,78.31223855533267
225,101.80979563255748
226,104.5645666027781
227,150.34948075067842
228,137.5368922256334
229,82.9351329888236
230,94.25233276901648
231,70.73115996325994
232,88.18585972073026
233,106.31210007180681
234,124.11707241776467
235,85.41832324512782
236,86.91707119864407
237,57.0542194052269
238,96.74668158910184
239,78.75171176280874
240,89.41121145267853
241,82.46278443664823
242,98.11474891494886
243,64.84543217286738
244,70.6590950921802
245,142.58494224056597
246,74.25154837451939
247,78.06428843090721
248,136.73827056642628
249,158.10134338480813
250,76.56866742349317
251,92.6350208642394
252,106.83111101881019
253,134.57395288811185
254,80.26285843143525
255,95.0944430811578
256,115.54675152123488
257,108.69532148933237
258,92.47687857539802
259,97.32354070967918
260,72.50208383260036
261,95.2365251205067
262,94.6722501998209
263,104.64339779252512
264,88.89345562361967
265,109.43077045090278
266,120.25431635639657
267,103.10858655336932
268,107.03512816798407
269,101.06310695155734
270,100.00168786182829
271,85.56883932914305
272,106.32988523346616
273,98.05426803173022
274,141.8633661786119
275,131.46709804950484
276,107.71693105113002
277,84.73885580610465
278,77.75177056033164
279,123.82285906177731
280,105.25498450294278
281,109.60286806783222
282,65.10828026051615
283,118.54876963116362
284,109.08840676428726
285,77.79138631171044
286,90.56950385100102
287,105.27434408713039
288,101.04933596712488
289,94.1565762839289
290,97.93023463868079
291,94.9604524358623
292,103.05125024204938
293,129.42983945986313
294,48.66683118137405
295,95.26299470980632
296,103.53024842744894
297,105.91987979374198
298,92.5617083735742
299,64.86556435042834
300,106.5599096742822
301,134.54700428328368
302,69.32277190167724
303,117.27656027396377
304,93.42949553754212
305,98.77351308342305
306,78.94202978592102
307,93.31087655288246
308,126.00089189397917
309,111.65310483975414
310,134.6462321081989
311,123.54823777955387
312,108.78173357859153
313,134.87869052335583
314,108.77986317476598
315,116.55976353594119
316,94.06858092930584
317,101.33091631718409
318,86.05152353399447
319,119.79167869189706
320,76.43392753770269
321,115.64700684835323
322,96.18697884989682
323,123.42494186934638
324,115.0173797746252
325,136.41292315293603
326,114.61549382277289
327,68.55919488693519
328,98.66093654203598
329,76.55985614810368
330,89.63440315267451
331,130.22456866553443
332,112.75067621795392
333,86.02139142842508
334,79.72565267119202
335,100.65564185752521
336,75.66879701237744
337,86.57719445206838
338,106.24018943102487
339,123.10624072213392
340,112.17522944448879
341,54.174209828038
342,106.0873345806052
343,101.44067146465156
344,108.27780570745387
345,132.32419363302415
346,58.735234463905144
347,88.17793149617789
348,111.81812645586709
349,68.36811201092115
350,129.51898096107018
351,107.36713225401317
352,116.93167971686808
353,88.58112676956411
354,116.27527379932421
355,121.36943111978077
356,104.65756040274337
357,104.68801785397392
358,105.40686478563453
359,82.73309470521237
360,97.04942639519294
361,96.94954935095282
362,107.6678772870699
363,119.9964849382059
364,78.82927836043181
365,97.49981939360845
366,129.62911095317946
367,85.12823542374872
368,83.5549996541936
369,104.04612383662388
370,116.88770380970641
371,100.22852111121318
372,126.57921180873979
373,117.13587965133054
374,116.83640133780123
375,111.08233002648187
376,146.5530620069217
377,95.89676622267912
378,59.929554158669724
379,132.08508723034282
380,90.84601138086349
381,102.15760888686066
382,126.19101369721054
383,67.95480917882149
384,74.96705571787722
385,67.97444125762293
386,84.11727419949152
387,108.79273212033988
388,110.48375685625543
389,105.52548358657107
390,71.74468232215267
391,53.79793126734712
392,101.08707170780764
393,90.56447932723329
394,109.18771543433223
395,114.0390725244254
396,102.76482864117364
397,115.20266170751708
398,104.58422748230137
399,110.60129411202934
400,85.90653474260235
401,96.40777172337083
402,103.93552193313914
403,116.41056950834837
404,92.12517655550856
405,110.42334511464225
406,94.68322416169242
407,97.64915665343739
408,116.59038084048146
409,60.138792578916885
410,74.07055343850479
411,70.35629205114358
412,53.327677603033905
413,86.43471119689647
414,114.9886779945548
415,94.3023186723485
416,103.95580163883704
417,121.78434993421585
418,126.55372264535383
419,98.61724130547721
420,127.07171779138795
421,101.84253316868218
422,83.25203552345076
423,88.11199295602529
424,70.38926974869968
425,82.23732292532695
426,92.83966623851141
427,116.07170038757204
428,134.41539662331968
429,72.3563696924592
430,107.85654936519838
431,79.18912121684932
432,109.49394176926404
433,97.37826698624546
434,63.38188348304939
435,118.56593983136969
436,87.89998574382538
437,89.3219952325289
438,78.6049517742062
439,86.91433446624889
440,108.55780881389835
441,96.21511318127189
442,106.57324004564963
443,107.23843707857688
444,126.41323311056334
445,93.14427698271241
446,70.46284366308537
447,121.34444833143966
448,93.37023655805491
449,122.29184889154755
450,107.66754226364941
451,97.3772493959331
452,106.9755178809259
453,139.020251202526
454,141.53961058107507
455,101.38762270265558
456,103.20381186634151
457,121.52480314932771
458,83.08677934465305
459,106.6614074523651
460,99.48274304092287
461,106.27816422915107
462,83.33262388101188
463,68.20865013382061
464,58.540331280174165
465,77.65231774020785
466,90.82649430121334
467,94.13616826702476
468,138.74462324859033
469,122.11986739814597
470,80.75817767316745
471,106.95416904901914
472,91.8584352729935
473,94.31272323919809
474,103.70651298830764
475,112.38342233950786
476,93.2148303223197
477,121.27703065468717
478,77.16123547715192
479,100.12678124724538
480,151.95347453191664
481,104.4615948525055
482,128.66429013212345
483,101.83040356346416
484,111.61554190659594
485,98.86433611214616
486,96.59184837671592
487,84.41035206549161
488,108.60602717915107
489,82.96925621628463
490,113.31170472626859
491,121.70574008891819
492,107.3306281447446
493,94.27502532888616
494,109.07931158617393
495,93.82653888907174
496,118.71094250930298
497,63.37187831569753
498,93.28785263762708
499,60.18376009752004
500,70.0987833954559
501,127.2772445962782
502,117.90369963943371
503,85.61039533430419
504,69.94993087918206
505,40.709423243166974
506,89.13008984134731
507,148.40830024494807
508,108.69768542927295
509,88.80855427901021
510,109.30160419000613
511,68.78083294011114
512,94.0535327460473
513,101.98954946031478
514,98.27798696357902
515,115.81612243380161
516,106.89290452472105
517,113.36652036215995
518,86.2325543553848
519,117.95630816821097
520,132.57873895247982
521,80.59700960697175
522,82.2460868857088
523,126.71568672640466
524,96.17312026609879
525,128.07642784133114
526,91.14928576215632
527,129.10091152541423
528,102.62971633610904
529,105.16457646645391
530,131.29436043339808
531,92.76459045111658
532,81.17755808150083
533,91.02871583943292
534,109.04667901286277
535,68.68481855638971
536,112.74941805302242
537,89.22457364764513
538,122.95625321467128
539,52.114793901990566
540,84.26868449791662
541,66.27063697531796
542,83.47541067272095
543,104.95331802217886
544,96.4154674910049
545,94.9324486210397
546,96.81630257239878
547,104.06776481239886
548,79.82927916113785
549,114.13699281798101
550,113.25331940770968
551,107.70075875312202
552,111.13066885502526
553,105.92836001617319
554,140.70146605462133
555,98.2581165789498
556,93.85833563330847
557,84.92944839285244
558,79.35474658844326
559,75.11056424797849
560,82.22405373538163
561,98.58639236695858
562,106.6859025699543
563,101.02284117104324
564,84.68929445140574
565,118.00369128039927
566,114.78825344601896
567,96.80703385155967
568,86.94167710670575
569,110.96855841659598
570,103.7594717497221
571,71.03745481169905
572,98.6403948803119
573,105.24071624148762
574,82.00610427024492
575,103.79686785674886
576,70.90355029484422
577,126.72372200024341
578,124.95899970118863
579,94.9496533139407
580,107.26908675678146
581,51.8015606840025
582,76.87304679469335
583,94.1244215969574
584,78.55733957146282
585,114.28792965261317
586,139.94593061495988
587,76.46770561141396
588,83.25073191829614
589,104.7089673661986
590,132.22232296999243
591,75.55251374920194
592,104.98072244613884
593,136.42597701626218
594,66.96481703641466
595,74.37861586308335
596,91.52786787078324
597,89.58823174289178
598,116.25202575507289
599,104.83319439641676
600,64.50075880715744
