x1,x2,y,alpha,sv
2.6447153627991167,2.403113375764457,1.0,5.951303284370218e-13,0
1.497614004974169,1.8894940389501031,1.0,1.1414687081165482e-12,0
1.8951892171806444,1.5996130836117792,1.0,9.712745724494088e-13,0
1.673946362875992,0.8217238314881478,1.0,1.4454532181741188e-12,0
1.241940692461595,1.0662722668698592,1.0,1.9710889007247774e-12,0
1.4542993469583336,0.9188657168886829,1.0,1.6925194584829842e-12,0
0.6782455302230203,1.171841873229548,1.0,4.8445063396569125e-12,0
1.5011033617469396,1.7842082838022286,1.0,1.176474634840605e-12,0
0.15855959795814933,1.6520748061593684,1.0,0.17220440402781714,1
2.3336619494933437,2.565319010253481,1.0,6.480834133445859e-13,0
1.3260216556730342,1.1348765595096584,1.0,1.7405243156722364e-12,0
1.8326848358598156,2.4738400253235544,1.0,8.149531937698288e-13,0
2.2365365063790206,2.2674207275723295,1.0,7.108283440809524e-13,0
1.2901273192172655,0.02368001987861157,1.0,4.001928421040942e-12,0
2.246694244720484,0.9224807471621099,1.0,9.51665791602494e-13,0
0.9216407702013616,2.0025661686699174,1.0,1.7558114308520092e-12,0
0.8761823266004808,-0.4032906407655339,1.0,0.9999999999871024,1
1.737849622599532,2.0064429992133723,1.0,9.550327328972647e-13,0
0.4165868596057958,0.8506355233746664,1.0,0.9999999999742901,1
1.98946785038312,1.894872819219453,1.0,8.594908060450497e-13,0
1.6805934513403444,1.3112404689675292,1.0,1.2082682182084847e-12,0
1.9509668923960406,1.932083663281499,1.0,8.687488637941536e-13,0
1.429170125912143,1.2098536259206203,1.0,1.5278319092895475e-12,0
2.1851910477724923,0.895666377956961,1.0,9.921531871865363e-13,0
1.5074905626441848,2.2028826942403676,1.0,1.035891036481835e-12,0
2.217621559662402,0.807481318430976,1.0,9.972314262220852e-13,0
-1.3083154078405292,0.07458272322414294,-1.0,5.911185538316982e-12,0
-2.007106524695051,0.39477462453030543,-1.0,2.040062363675201e-12,0
-1.5124575243080174,-2.0945316065388027,-1.0,1.2222162033180055e-12,0
-0.08699544501446399,1.0162930236067593,-1.0,0.9999999999989736,1
-0.8400768278938234,-1.9719283424056666,-1.0,2.4477051042265556e-12,0
-1.718595598750214,-1.0719404135797217,-1.0,1.4642598657980794e-12,0
-0.9616610522276547,-1.450927555971376,-1.0,2.9142661896042333e-12,0
-0.3515998298863283,-0.4569993394384494,-1.0,3.016438402048333e-07,0
-0.36423109246696794,-0.6569882592210425,-1.0,1.0474689601502795e-09,0
-0.47666881498762037,-1.2393740650836358,-1.0,1.7466071044278725e-11,0
-0.6035621344320601,-3.2614538947310345,-1.0,1.6979156638424491e-12,0
-1.6838383607040561,-0.8212893479873673,-1.0,1.6577782907474913e-12,0
-0.8915220684416384,-0.44439314037816324,-1.0,1.1927815222815435e-11,0
-1.1338585795304377,0.19718172511763332,-1.0,1.3745121511562197e-11,0
-1.5186364435396609,-0.44489347724257977,-1.0,2.3599064266920357e-12,0
-0.9570088545099209,-1.925967768789487,-1.0,2.1397700877528656e-12,0
-1.3085405624682052,-1.9651527610855073,-1.0,1.4898203053820401e-12,0
-0.6580007962985622,-1.5237012808010697,-1.0,5.40023180540812e-12,0
-1.2385944483900218,-1.0827855762964833,-1.0,2.3801084818241572e-12,0
0.10117903222010727,-2.4711121189716763,-1.0,2.444291763537947e-11,0
-0.3758890275827993,-0.43860022185794134,-1.0,4.080990370354358e-08,0
-1.5973084483824485,-0.9977498156943364,-1.0,1.6723285463513523e-12,0
0.691386448517353,-0.667467221692829,-1.0,0.9999999999988137,1
-0.2190455378456202,0.2784328442778652,-1.0,0.999999999998376,1
-2.5436100770503733,-0.00021333685908753175,-1.0,1.1374790906999995e-12,0
-0.8360360140184786,-0.6189004303539274,-1.0,1.0997306390627045e-11,0
-0.8807642926164535,-0.45871463827904413,-1.0,1.2178986236604183e-11,0
-0.9058890113367379,-0.8784770194215488,-1.0,5.82909580725256e-12,0
-0.1829652757274095,-2.2216160655644135,-1.0,9.863731759756107e-12,0
-0.41899805120859374,-1.5611122933220878,-1.0,1.1861794589288522e-11,0
-0.2775030893492323,-1.137203907895244,-1.0,1.092881096991877e-10,0
-1.160626137141478,-0.38685647400153333,-1.0,5.14013034606032e-12,0
-1.016226885949056,-0.8369208777008357,-1.0,4.5407917999028995e-12,0
-0.7549708668255244,-1.4878989256964608,-1.0,4.3618037323157776e-12,0
-0.39966674952095504,-1.2640331290175695,-1.0,2.597208627795284e-11,0
