rho,W_min
64.89966555183946,2.6413938610222547
65.06521739130436,2.660680949417726
65.23076923076923,2.6801517067003786
65.39632107023411,2.6998087690109136
65.56187290969899,2.7196548231801216
65.72742474916387,2.739692607953159
65.89297658862876,2.7599249152494885
66.05852842809364,2.7803545914596803
66.22408026755852,2.80098453878036
66.38963210702342,2.8218177165886003
66.5551839464883,2.8428571428571425
66.72073578595318,2.86410589561185
66.88628762541806,2.8855671144328863
67.05183946488295,2.907244002001146
67.21739130434783,2.9291398256915504
67.38294314381271,2.951257919214854
67.54849498327759,2.9736016843097137
67.71404682274247,2.9961745924868097
67.87959866220736,3.018980186826918
68.04515050167224,3.042022083834842
68.21070234113712,3.065303975351318
68.376254180602,3.08882963052494
68.54180602006689,3.112602897846359
68.70735785953177,3.1366277072470625
68.87290969899665,3.1609080722651144
69.03846153846153,3.185448092280391
69.20401337792642,3.210251954821894
69.36956521739131,3.2353239379499144
69.5351170568562,3.260668412715839
69.70066889632108,3.286289845702617
69.86622073578596,3.3121928016489615
70.03177257525084,3.3383819461605304
70.19732441471571,3.3648620485114695
70.3628762541806,3.391637984539864
70.52842809364547,3.418714739640749
70.69397993311037,3.446097411860608
70.85953177257525,3.473791215097308
71.02508361204013,3.50180148240978
71.19063545150502,3.5301336694417724
71.3561872909699,3.5587933579643547
71.52173913043478,3.587786259541984
71.68729096989966,3.6171182193271854
71.85284280936455,3.6467952199891354
72.01839464882943,3.6768233857817307
72.18394648829431,3.707208986756901
72.34949832775919,3.7379584431292923
72.51505016722408,3.7690783297987003
72.68060200668897,3.8005753810369103
72.84615384615385,3.832456495346015
73.01170568561872,3.8647287404955146
73.17725752508362,3.8973993587459925
73.34280936454849,3.9304757722673784
73.50836120401338,3.9639655887604395
73.67391304347825,3.9978766072903134
73.83946488294313,4.0322168243415994
74.00501672240803,4.066994440104764
74.17056856187291,4.102217865004347
74.3361204013378,4.137895726479813
74.50167224080268,4.174036876030579
74.66722408026756,4.210650396537254
74.83277591973244,4.247745609871855
74.99832775919732,4.2853320848103795
75.1638795986622,4.323419645261822
75.32943143812709,4.3620183788285205
75.49498327759197,4.4011386457135035
75.66053511705687,4.4407910879913635
75.82608695652173,4.480986639260019
75.99163879598663,4.52173653469189
76.1571906354515,4.563052321503715
76.3227424749164,4.60494586986571
76.48829431438126,4.64742938427149
76.65384615384616,4.690515415391858
76.81939799331103,4.734216872436464
76.98494983277591,4.778547036049033
77.15050167224081,4.82351957176313
77.31605351170569,4.869148544047179
77.48160535117057,4.915448430969002
77.64715719063545,4.962434139512018
77.81270903010034,5.0101210215771586
77.97826086956522,5.058524890706528
78.1438127090301,5.107662039567167
78.30936454849497,5.157549258235403
78.47491638795987,5.208203853325047
78.64046822742475,5.2596436680050545
78.80602006688963,5.311887102955432
78.97157190635451,5.364953138312977
79.13712374581941,5.418861356661936
79.30267558528428,5.473631967127966
79.46822742474916,5.529285830637843
79.63377926421404,5.585844486411035
79.79933110367892,5.64333017975402
79.9648829431438,5.701765891232547
80.13043478260869,5.761175367302281
80.29598662207358,5.821583152483603
80.46153846153847,5.883014623172105
80.62709030100335,5.945496023182689
80.79264214046822,6.009054501131807
80.95819397993311,6.073718149769789
81.12374581939798,6.139516047382804
81.28929765886288,6.206478301392953
81.45484949832775,6.27463609429344
81.62040133779264,6.3440217320664996
81.78595317725753,6.414668695241589
81.95150501672242,6.486611692763834
82.11705685618729,6.559886718854361
82.28260869565217,6.634531113058721
82.44816053511705,6.710583623693378
82.61371237458194,6.788084474917213
82.77926421404682,6.8670754376716685
82.9448160535117,6.947599904752565
83.11036789297658,7.029702970297031
83.27591973244147,7.113431513991458
83.44147157190636,7.198834290330957
83.60702341137123,7.2859620232873255
83.77257525083613,7.374867506771877
83.938127090301,7.465605711311071
84.10367892976589,7.558233897388116
84.26923076923076,7.6528117359413175
84.43478260869566,7.749401436552274
84.60033444816052,7.848067883902394
84.76588628762542,7.9488787831268635
84.9314381270903,8.051904814750225
85.09698996655518,8.1572197999487
85.26254180602007,8.264900876951259
85.42809364548495,8.37502868946523
85.59364548494983,8.487687588093854
85.75919732441471,8.602965845802856
85.9247491638796,8.720955888592817
86.09030100334448,8.841754542644184
86.25585284280936,8.96546329932387
86.42140468227424,9.092188599577751
86.58695652173914,9.222042139384117
86.75250836120401,9.355141198110138
86.9180602006689,9.491608991800735
87.08361204013377,9.631575053636162
87.24916387959867,9.775175644028112
87.41471571906354,9.922554193083021
87.58026755852843,10.073861778453145
87.7458193979933,10.2292576419214
87.9113712374582,10.388909748433882
88.07692307692308,10.55299539170507
88.24247491638796,10.721701850986449
88.40802675585284,10.895227104113431
88.57357859531773,11.073780602538099
88.73913043478261,11.257584114726967
88.90468227424749,11.446872645064063
89.07023411371237,11.641895436265086
89.23578595317724,11.842917064293465
89.40133779264214,12.050218635892357
89.56688963210702,12.264099100130498
89.73244147157192,12.484876686831086
89.89799331103679,12.712890486437912
90.06354515050168,12.948502187815558
90.22909698996655,13.192097992714103
90.39464882943143,13.444090728213286
90.56020066889631,13.704922181450076
90.7257525083612,13.975065684405747
90.89130434782608,14.25502898056597
91.05685618729098,14.545357409979696
91.22240802675586,14.846637454753298
91.38795986622074,15.159500693481261
91.55351170568562,15.484628220720092
91.71906354515049,15.822755596584333
91.88461538461539,16.17467840216657
92.05016722408025,16.54125848909187
92.21571906354515,16.92343102654598
92.38127090301003,17.322212467076383
92.54682274247492,17.738709574024824
92.7123745819398,18.174129679407322
92.8779264214047,18.629792372454986
93.04347826086956,19.107142857142843
93.20903010033445,19.60776726351706
93.37458193979933,20.133410254561195
93.54013377926421,20.685995340409022
93.70568561872909,21.267648398360418
93.87123745819397,21.880725004872343
94.03678929765886,22.527842320326915
94.20234113712375,23.211916436606373
94.36789297658864,23.936206311503238
94.5334448160535,24.704365686317303
94.6989966555184,25.520504731861212
94.86454849498327,26.389263618179196
95.03010033444816,27.31590078830996
95.19565217391303,28.306399482869985
95.36120401337793,29.36759707487902
95.5267558528428,30.50734312416556
95.6923076923077,31.734693877551084
95.85785953177258,33.06015341138467
96.02341137123746,34.49597500901115
96.18896321070234,36.056541089450214
96.35451505016722,37.75884665792913
96.5200668896321,39.62312075238544
96.68561872909699,41.67363413579365
96.85117056856187,43.939761778317184
97.01672240802675,46.45739910313902
97.18227424749163,49.270877490462
97.34782608695652,52.435597189695336
97.51337792642141,56.02171198001736
97.67892976588628,60.11939069575919
97.84448160535118,64.84650338025054
98.01003344481605,70.36014405762289
98.17558528428094,76.87442713107276
98.34113712374581,84.68894009216591
98.5066889632107,94.23612222044488
98.67224080267559,106.16408780136669
98.83779264214047,121.49023638232268
99.00334448160535,141.90795781399848
99.16889632107024,170.45990227076862
99.33444816053512,213.2160804020104
99.5,284.2857142857098
