p,senza,con
69.07268170426065,41939.30942644832,19629.07268170426
69.62406015037594,42273.72943637288,19849.624060150374
70.17543859649123,42605.10926438905,20070.175438596492
70.72681704260651,42933.448910496794,20290.726817042603
71.27819548872179,43258.74837469613,20511.278195488718
71.8295739348371,43581.00765698709,20731.82957393484
72.38095238095238,43900.226757369615,20952.38095238095
72.93233082706766,44216.405675843744,21172.932330827065
73.48370927318295,44529.544412409465,21393.48370927318
74.03508771929825,44839.64296706679,21614.035087719298
74.58646616541353,45146.7013398157,21834.586466165412
75.13784461152882,45450.71953065621,22055.137844611527
75.68922305764411,45751.69753958832,22275.689223057645
76.2406015037594,46049.63536661201,22496.240601503756
76.79197994987469,46344.53301172731,22716.791979949874
77.34335839598998,46636.390474934204,22937.343358395992
77.89473684210526,46925.20775623269,23157.894736842103
78.44611528822054,47210.98485562276,23378.446115288214
78.99749373433583,47493.72177310444,23598.997493734332
79.54887218045113,47773.418508677714,23819.54887218045
80.1002506265664,48050.07506234257,24040.10025062656
80.6516290726817,48323.691434099026,24260.65162907268
81.203007518797,48594.26762394709,24481.203007518798
81.75438596491227,48861.80363188674,24701.75438596491
82.30576441102757,49126.29945791797,24922.305764411027
82.85714285714286,49387.755102040814,25142.857142857145
83.40852130325814,49646.17056425525,25363.408521303256
83.95989974937342,49901.54584456127,25583.959899749367
84.51127819548871,50153.880942958895,25804.511278195485
85.06265664160401,50403.17585944812,26025.062656641603
85.6140350877193,50649.430594028934,26245.61403508772
86.16541353383458,50892.64514670133,26466.165413533832
86.71679197994987,51132.81951746534,26686.71679197995
87.26817042606515,51369.953706320935,26907.26817042606
87.81954887218045,51604.04771326813,27127.81954887218
88.37092731829574,51835.10153830692,27348.370927318298
88.92230576441102,52063.1151814373,27568.92230576441
89.47368421052632,52288.08864265928,27789.473684210527
90.0250626566416,52510.021921972846,28010.025062656638
90.57644110275689,52728.915019378015,28230.576441102756
91.12781954887218,52944.76793487478,28451.127819548874
91.67919799498746,53157.58066846314,28671.679197994985
92.23057644110276,53367.353220143086,28892.230576441103
92.78195488721803,53574.08558991463,29112.781954887214
93.33333333333333,53777.777777777774,29333.333333333332
93.88471177944862,53978.429783732514,29553.88471177945
94.4360902255639,54176.04160777884,29774.43609022556
94.9874686716792,54370.61324991677,29994.98746867168
95.53884711779448,54562.14471014629,30215.53884711779
96.09022556390977,54750.6359884674,30436.09022556391
96.64160401002506,54936.08708488013,30656.641604010027
97.19298245614034,55118.497999384424,30877.192982456138
97.74436090225564,55297.86873198033,31097.744360902256
98.29573934837093,55474.19928266782,31318.29573934837
98.84711779448621,55647.48965144691,31538.847117794485
99.3984962406015,55817.7398383176,31759.398496240603
99.94987468671678,55984.94984327987,31979.949874686714
100.50125313283208,56149.11966633376,32200.501253132832
101.05263157894737,56310.24930747922,32421.052631578947
101.60401002506265,56468.33876671629,32641.60401002506
102.15538847117794,56623.38804404494,32862.155388471176
102.70676691729322,56775.3971394652,33082.70676691729
103.25814536340852,56924.36605297705,33303.258145363405
103.80952380952381,57070.2947845805,33523.80952380953
104.36090225563909,57213.183334275534,33744.360902255634
104.91228070175438,57353.03170206217,33964.912280701756
105.46365914786966,57489.839887940405,34185.46365914786
106.01503759398496,57623.60789191023,34406.015037593985
106.56641604010025,57754.33571397165,34626.5664160401
107.11779448621553,57882.023354124656,34847.117794486214
107.66917293233082,58006.670812369266,35067.66917293233
108.22055137844612,58128.278088705476,35288.22055137845
108.7719298245614,58246.84518313327,35508.77192982456
109.32330827067669,58362.37209565267,35729.32330827068
109.87468671679197,58474.858826263655,35949.87468671679
110.42606516290726,58584.30537496624,36170.42606516291
110.97744360902256,58690.71174176041,36390.97744360902
111.52882205513784,58794.07792664619,36611.52882205514
112.08020050125313,58894.40392962356,36832.08020050125
112.63157894736841,58991.689750692516,37052.63157894737
113.1829573934837,59085.935389853075,37273.18295739348
113.734335839599,59177.140847105235,37493.7343358396
114.28571428571428,59265.30612244899,37714.28571428571
114.83709273182957,59350.43121588432,37934.83709273183
115.38847117794485,59432.51612741126,38155.38847117794
115.93984962406014,59511.56085702979,38375.93984962406
116.49122807017544,59587.56540473992,38596.491228070176
117.04260651629072,59660.52977054164,38817.04260651629
117.59398496240601,59730.45395443496,39037.593984962405
118.14536340852129,59797.33795641988,39258.14536340852
118.69674185463658,59861.18177649637,39478.696741854634
119.24812030075188,59921.98541466448,39699.24812030075
119.79949874686716,59979.74887092418,39919.79949874686
120.35087719298245,60034.472145275475,40140.35087719298
120.90225563909775,60086.15523771835,40360.9022556391
121.45363408521303,60134.798148252834,40581.45363408521
122.00501253132832,60180.40087687891,40802.00501253133
122.5563909774436,60222.96342359658,41022.55639097744
123.10776942355889,60262.48578840585,41243.10776942356
123.65914786967419,60298.96797130671,41463.65914786967
124.21052631578947,60332.409972299174,41684.21052631579
124.76190476190476,60362.81179138321,41904.7619047619
125.31328320802004,60390.17342855887,42125.313283208015
125.86466165413533,60414.494883826104,42345.86466165413
126.41604010025063,60435.77615718495,42566.41604010025
126.9674185463659,60454.01724863537,42786.96741854636
127.5187969924812,60469.2181581774,43007.51879699248
128.0701754385965,60481.37888581102,43228.070175438595
128.62155388471177,60490.49943153623,43448.62155388471
129.17293233082705,60496.57979535304,43669.172932330825
129.72431077694233,60499.61997726146,43889.72431077693
130.27568922305764,60499.61997726145,44110.27568922305
130.82706766917292,60496.57979535304,44330.82706766917
131.37844611528823,60490.49943153624,44551.37844611529
131.9298245614035,60481.37888581102,44771.929824561405
132.4812030075188,60469.21815817739,44992.48120300751
133.03258145363407,60454.01724863538,45213.032581453626
133.58395989974937,60435.77615718494,45433.58395989975
134.13533834586465,60414.49488382611,45654.13533834586
134.68671679197996,60390.17342855887,45874.686716791985
135.23809523809524,60362.811791383225,46095.2380952381
135.78947368421052,60332.40997229917,46315.789473684206
136.3408521303258,60298.96797130671,46536.34085213032
136.89223057644108,60262.48578840585,46756.89223057643
137.4436090225564,60222.963423596586,46977.44360902256
137.99498746867167,60180.40087687892,47197.994987468664
138.54636591478697,60134.798148252834,47418.54636591479
139.09774436090225,60086.15523771836,47639.0977443609
139.64912280701753,60034.47214527547,47859.649122807015
140.2005012531328,59979.74887092417,48080.20050125312
140.7518796992481,59921.98541466449,48300.75187969924
141.3032581453634,59861.18177649638,48521.30325814536
141.8546365914787,59797.33795641986,48741.85463659148
142.406015037594,59730.45395443496,48962.406015037595
142.95739348370927,59660.52977054165,49182.95739348371
143.50877192982455,59587.56540473992,49403.50877192982
144.06015037593983,59511.56085702979,49624.06015037593
144.61152882205513,59432.51612741126,49844.61152882205
145.16290726817041,59350.431215884324,50065.16290726817
145.71428571428572,59265.30612244897,50285.71428571429
146.265664160401,59177.140847105235,50506.2656641604
146.81704260651628,59085.93538985309,50726.81704260651
147.36842105263156,58991.68975069252,50947.368421052626
147.91979949874684,58894.40392962356,51167.91979949873
148.47117794486215,58794.0779266462,51388.47117794486
149.02255639097743,58690.71174176042,51609.02255639097
149.57393483709274,58584.30537496623,51829.57393483709
150.12531328320802,58474.858826263655,52050.125313283206
150.6766917293233,58362.372095652674,52270.67669172932
151.2280701754386,58246.84518313327,52491.22807017544
151.77944862155388,58128.27808870547,52711.77944862155
152.33082706766916,58006.67081236927,52932.330827067664
152.88220551378444,57882.02335412466,53152.88220551378
153.43358395989975,57754.33571397164,53373.4335839599
153.98496240601503,57623.60789191023,53593.984962406015
154.5363408521303,57489.83988794041,53814.53634085212
155.08771929824562,57353.03170206217,54035.087719298244
155.6390977443609,57213.183334275534,54255.63909774436
156.19047619047618,57070.29478458051,54476.19047619047
156.74185463659148,56924.36605297705,54696.741854636595
157.29323308270676,56775.397139465196,54917.2932330827
157.84461152882204,56623.38804404495,55137.84461152882
158.39598997493732,56468.338766716304,55358.39598997493
158.94736842105263,56310.24930747923,55578.94736842105
159.4987468671679,56149.119666333754,55799.49874686716
160.0501253132832,55984.94984327989,55984.94984327989
160.6015037593985,55817.7398383176,55817.7398383176
161.15288220551378,55647.48965144691,55647.48965144691
161.70426065162906,55474.199282667825,55474.199282667825
162.25563909774436,55297.86873198032,55297.86873198032
162.80701754385964,55118.49799938443,55118.49799938443
163.35839598997492,54936.08708488012,54936.08708488012
163.90977443609023,54750.63598846742,54750.63598846742
164.4611528822055,54562.14471014629,54562.14471014629
165.0125313283208,54370.613249916765,54370.613249916765
165.56390977443607,54176.041607778854,54176.041607778854
166.11528822055138,53978.429783732514,53978.429783732514
166.66666666666666,53777.77777777779,53777.77777777779
167.21804511278194,53574.08558991464,53574.08558991464
167.76942355889724,53367.3532201431,53367.3532201431
168.32080200501252,53157.58066846314,53157.58066846314
168.8721804511278,52944.76793487478,52944.76793487478
169.4235588972431,52728.91501937802,52728.91501937802
169.9749373433584,52510.021921972846,52510.021921972846
170.52631578947367,52288.08864265929,52288.08864265929
171.07769423558895,52063.11518143731,52063.11518143731
171.62907268170426,51835.10153830693,51835.10153830693
172.18045112781954,51604.04771326814,51604.04771326814
172.73182957393482,51369.95370632094,51369.95370632094
173.28320802005013,51132.819517465345,51132.819517465345
173.8345864661654,50892.64514670134,50892.64514670134
174.38596491228068,50649.43059402894,50649.43059402894
174.937343358396,50403.17585944812,50403.17585944812
175.48872180451127,50153.88094295891,50153.88094295891
176.04010025062655,49901.54584456128,49901.54584456128
176.59147869674186,49646.17056425524,49646.17056425524
177.14285714285714,49387.75510204082,49387.75510204082
177.69423558897242,49126.29945791798,49126.29945791798
178.2456140350877,48861.80363188675,48861.80363188675
178.796992481203,48594.26762394709,48594.26762394709
179.34837092731829,48323.69143409905,48323.69143409905
179.89974937343356,48050.075062342585,48050.075062342585
180.45112781954887,47773.41850867771,47773.41850867771
181.00250626566415,47493.72177310445,47493.72177310445
181.55388471177943,47210.98485562277,47210.98485562277
182.10526315789474,46925.207756232674,46925.207756232674
182.65664160401002,46636.390474934204,46636.390474934204
183.2080200501253,46344.53301172733,46344.53301172733
183.75939849624058,46049.635366612034,46049.635366612034
184.3107769423559,45751.69753958831,45751.69753958831
184.86215538847117,45450.71953065623,45450.71953065623
185.41353383458645,45146.701339815714,45146.701339815714
185.96491228070175,44839.64296706678,44839.64296706678
186.51629072681703,44529.54441240947,44529.54441240947
187.0676691729323,44216.405675843765,44216.405675843765
187.61904761904762,43900.226757369615,43900.226757369615
188.1704260651629,43581.00765698708,43581.00765698708
188.72180451127818,43258.74837469615,43258.74837469615
189.2731829573935,42933.448910496794,42933.448910496794
189.82456140350877,42605.10926438904,42605.10926438904
190.37593984962405,42273.729436372894,42273.729436372894
190.92731829573933,41939.30942644835,41939.30942644835
191.47869674185463,41601.849234615365,41601.849234615365
192.0300751879699,41261.34886087399,41261.34886087399
192.5814536340852,40917.80830522423,40917.80830522423
193.1328320802005,40571.227567666036,40571.227567666036
193.68421052631578,40221.60664819944,40221.60664819944
194.23558897243106,39868.94554682446,39868.94554682446
194.78696741854637,39513.244263541055,39513.244263541055
195.33834586466165,39154.50279834927,39154.50279834927
195.88972431077693,38792.721151249054,38792.721151249054
196.44110275689223,38427.899322240446,38427.899322240446
196.99248120300751,38060.03731132342,38060.03731132342
197.5438596491228,37689.135118498,37689.135118498
198.09523809523807,37315.192743764186,37315.192743764186
198.64661654135338,36938.210187121935,36938.210187121935
199.19799498746866,36558.18744857131,36558.18744857131
199.74937343358394,36175.12452811227,36175.12452811227
200.30075187969925,35789.021425744824,35789.021425744824
200.85213032581453,35399.878141468966,35399.878141468966
201.4035087719298,35007.69467528471,35007.69467528471
201.95488721804512,34612.47102719204,34612.47102719204
202.5062656641604,34214.20719719097,34214.20719719097
203.05764411027567,33812.90318528152,33812.90318528152
203.60902255639095,33408.55899146364,33408.55899146364
204.16040100250626,33001.17461573735,33001.17461573735
204.71177944862154,32590.750058102658,32590.750058102658
205.26315789473682,32177.285318559563,32177.285318559563
205.81453634085213,31760.780397108043,31760.780397108043
206.3659147869674,31341.235293748156,31341.235293748156
206.9172932330827,30918.650008479864,30918.650008479864
207.468671679198,30493.024541303133,30493.024541303133
208.02005012531328,30064.35889221803,30064.35889221803
208.57142857142856,29632.653061224522,29632.653061224522
209.12280701754386,29197.907048322573,29197.907048322573
209.67418546365914,28760.120853512213,28760.120853512213
210.22556390977442,28319.294476793493,28319.294476793493
210.7769423558897,27875.427918166366,27875.427918166366
211.328320802005,27428.521177630795,27428.521177630795
211.8796992481203,26978.57425518686,26978.57425518686
212.43107769423557,26525.587150834475,26525.587150834475
212.98245614035088,26069.559864573734,26069.559864573734
213.53383458646616,25610.492396404537,25610.492396404537
214.08521303258144,25148.38474632698,25148.38474632698
214.63659147869674,24683.236914340978,24683.236914340978
215.18796992481202,24215.04890044661,24215.04890044661
215.7393483709273,23743.82070464384,23743.82070464384
216.29072681704258,23269.552326932662,23269.552326932662
216.8421052631579,22792.24376731304,22792.24376731304
217.39348370927317,22311.89502578501,22311.89502578501
217.94486215538845,21828.506102348616,21828.506102348616
218.49624060150376,21342.07699700378,21342.07699700378
219.04761904761904,20852.607709750577,20852.607709750577
219.59899749373432,20360.09824058897,20360.09824058897
220.15037593984962,19864.548589518916,19864.548589518916
220.7017543859649,19365.958756540498,19365.958756540498
221.25313283208018,18864.32874165363,18864.32874165363
221.8045112781955,18359.65854485836,18359.65854485836
222.35588972431077,17851.94816615473,17851.94816615473
222.90726817042605,17341.197605542693,17341.197605542693
223.45864661654133,16827.40686302225,16827.40686302225
224.01002506265664,16310.57593859336,16310.57593859336
224.56140350877192,15790.704832256108,15790.704832256108
225.1127819548872,15267.793544010405,15267.793544010405
225.6641604010025,14741.842073856345,14741.842073856345
226.21553884711778,14212.850421793832,14212.850421793832
226.76691729323306,13680.81858782296,13680.81858782296
227.31829573934837,13145.746571943637,13145.746571943637
227.86967418546365,12607.634374155954,12607.634374155954
228.42105263157893,12066.481994459868,12066.481994459868
228.9724310776942,11522.289432855328,11522.289432855328
229.52380952380952,10975.056689342386,10975.056689342386
230.0751879699248,10424.783763921083,10424.783763921083
230.62656641604008,9871.470656591377,9871.470656591377
231.17794486215539,9315.117367353218,9315.117367353218
231.72932330827066,8755.7238962067,8755.7238962067
232.28070175438594,8193.290243151778,8193.290243151778
232.83208020050125,7627.816408188403,7627.816408188403
233.38345864661653,7059.302391316672,7059.302391316672
233.9348370927318,6487.7481925364855,6487.7481925364855
234.48621553884712,5913.153811847896,5913.153811847896
235.0375939849624,5335.519249250949,5335.519249250949
235.58897243107768,4754.844504745596,4754.844504745596
236.14035087719296,4171.129578331839,4171.129578331839
236.69172932330827,3584.3744700096277,3584.3744700096277
237.24310776942355,2994.579179779011,2994.579179779011
237.79448621553883,2401.743707640039,2401.743707640039
238.34586466165413,1805.8680535926121,1805.8680535926121
238.8972431077694,1206.9522176368298,1206.9522176368298
239.4486215538847,604.9961997726423,604.9961997726423
240.0,0.0,0.0
